Vbg	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck	-Seebeck
V	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K	\g(m)V/K
Vbg	T=600 K	T=570 K	T=540 K	T=510 K	T=480 K	T=450 K	T=420 K	T=390 K	T=360 K	T=330 K	T=300 K	T=270 K	T=240 K	T=210 K	T=180 K	T=150 K	T=120 K
48	6.08087432491272E-4	5.55396941837006E-4	5.13381489911412E-4	4.69983902351135E-4	4.71987657703797E-4	4.18278254929904E-4	3.8140705833777E-4	3.45537310302313E-4	3.21817121441305E-4	2.78507536222943E-4	2.49630072633646E-4	2.18703786649575E-4	1.95371476143138E-4	1.61195451712197E-4	1.38894966779184E-4	1.06940719322714E-4	7.77476445290094E-5
47	6.09636276869954E-4	5.5653631842014E-4	5.14552631839406E-4	4.71235484304277E-4	4.73164594434541E-4	4.19280034468416E-4	3.82289327787475E-4	3.46594265396356E-4	3.22756655230089E-4	2.79333826273565E-4	2.50394006471743E-4	2.19361752678868E-4	1.96046935109972E-4	1.61791443525693E-4	1.3938317164041E-4	1.07377580861063E-4	7.7945833019376E-5
46	6.10686152221252E-4	5.57675695003273E-4	5.15670215447524E-4	4.7222624708117E-4	4.74339815514074E-4	4.20332239151484E-4	3.83418501001091E-4	3.47891291083406E-4	3.2364889704964E-4	2.80345106634028E-4	2.51246839908357E-4	2.19977031874045E-4	1.96764071332206E-4	1.62501024367172E-4	1.39719581712852E-4	1.07764865678158E-4	7.80861354149793E-5
45	6.11791674675976E-4	5.59084444963888E-4	5.16841357375518E-4	4.73427065570478E-4	4.75566506129937E-4	4.21485294123664E-4	3.84350151203579E-4	3.48754900733417E-4	3.24588430838425E-4	2.8112514910719E-4	2.51920367375082E-4	2.20733619209743E-4	1.97459650353371E-4	1.62836182116408E-4	1.4037188904844E-4	1.08162012531202E-4	7.84342307202597E-5
44	6.1262081651702E-4	5.6016921883537E-4	5.1785182434388E-4	4.74783675379828E-4	4.7684466628213E-4	4.22687093402248E-4	3.85527059144883E-4	3.49523448873445E-4	3.25715556105171E-4	2.81952980743727E-4	2.52773200811695E-4	2.21468127148484E-4	1.98017263287694E-4	1.63296147563059E-4	1.407999230024E-4	1.08559292655002E-4	7.87775238158848E-5
43	6.14390394405957E-4	5.61472403553458E-4	5.1939430395636E-4	4.75669410300513E-4	4.77918663940214E-4	4.23838467536275E-4	3.86656232358499E-4	3.50627129116463E-4	3.26609374323696E-4	2.82688317225344E-4	2.53491931464106E-4	2.22093710062241E-4	1.98669727906721E-4	1.63829034361008E-4	1.41177358693432E-4	1.0892658685869E-4	7.89757123062514E-5
42	6.15827944577787E-4	5.62882973604462E-4	5.20565445884355E-4	4.76661923541676E-4	4.79196824092407E-4	4.24941097363899E-4	3.8768664406655E-4	3.51684084210506E-4	3.27596200081715E-4	2.83514607275965E-4	2.54299561715034E-4	2.2278405920707E-4	1.99280515270347E-4	1.64392772499891E-4	1.41605392647393E-4	1.09403296353098E-4	7.9270983305324E-5
41	6.17042906335915E-4	5.64238940943814E-4	5.21522354532839E-4	4.77966019422922E-4	4.8052645378093E-4	4.26092471497927E-4	3.88912932760637E-4	3.52644366582533E-4	3.28770617317696E-4	2.84387144904048E-4	2.55063495553131E-4	2.23530342824187E-4	1.99911422688305E-4	1.64904624292658E-4	1.42246759818023E-4	1.0960186977962E-4	7.96190786106044E-5
40	6.18259722997491E-4	5.65269112103644E-4	5.22959502782893E-4	4.79061810056022E-4	4.81753144396793E-4	4.27195101325551E-4	3.89745821457561E-4	3.53652985315568E-4	3.29615567168012E-4	2.85214976540585E-4	2.55827429391228E-4	2.24166229456524E-4	2.00532270079097E-4	1.65447327426358E-4	1.42704879225616E-4	1.0998902132596E-4	7.96577558667467E-5
39	6.19530331859044E-4	5.66408488686777E-4	5.24182417753437E-4	4.80105086761019E-4	4.83031304548986E-4	4.28497750893247E-4	3.90874994671176E-4	3.54709940409612E-4	3.30555100956797E-4	2.86087514168667E-4	2.5654616004364E-4	2.24846274882773E-4	2.01304017877373E-4	1.65928327878191E-4	1.43112400370282E-4	1.10574879569578E-4	7.97351103790312E-5
38	6.20802795624045E-4	5.67764456026129E-4	5.25512449363735E-4	4.81564973962306E-4	4.8420824127973E-4	4.29499530431759E-4	3.92150664118045E-4	3.55813620652629E-4	3.3158921868405E-4	2.86913804219289E-4	2.57444196665939E-4	2.25669100409339E-4	2.01978039697469E-4	1.66555171032621E-4	1.43601972752127E-4	1.1084302033076E-4	8.0088137683417E-5
37	6.22240345795876E-4	5.69282411410048E-4	5.26842480974034E-4	4.82921583771656E-4	4.85537870968252E-4	4.30901349450415E-4	3.93278191306568E-4	3.56725566663648E-4	3.32528752472834E-4	2.87925084579751E-4	2.58251826916867E-4	2.2653461277002E-4	2.02631941463234E-4	1.67139944176686E-4	1.44110690422649E-4	1.11111161091943E-4	8.02669875457124E-5
36	6.24063715884792E-4	5.70421787993181E-4	5.28013622902029E-4	4.84017374404757E-4	4.87071663150884E-4	4.31953554133483E-4	3.94357983767401E-4	3.57879194479708E-4	3.33420994292385E-4	2.88660421061368E-4	2.5906096394065E-4	2.27192578799313E-4	2.03349077685468E-4	1.67620944628518E-4	1.44458040660048E-4	1.11548022630291E-4	8.03491442676522E-5
35	6.25169238339516E-4	5.71886960755837E-4	5.29077648190268E-4	4.85163928501691E-4	4.88145660808968E-4	4.32955333671994E-4	3.95485510955924E-4	3.5912788380575E-4	3.34595411528366E-4	2.8953295868945E-4	2.59868594191578E-4	2.2793886241643E-4	2.04013039478398E-4	1.68280041457561E-4	1.45099407830679E-4	1.11895592762083E-4	8.08278077597753E-5
34	6.26551141407921E-4	5.73242928095189E-4	5.30620127802749E-4	4.86312233062896E-4	4.8962798345527E-4	4.34108388644174E-4	3.96515922663976E-4	3.59943157094752E-4	3.35582237286384E-4	2.90544239049913E-4	2.6085703718525E-4	2.28640987239636E-4	2.04698558472398E-4	1.68749823239963E-4	1.45721629712634E-4	1.12094166188605E-4	8.10115896211761E-5
33	6.27879252276347E-4	5.74544292722889E-4	5.31791269730744E-4	4.87513051552204E-4	4.91009082680122E-4	4.35459782518274E-4	3.97595715124809E-4	3.61048448549804E-4	3.36521771075169E-4	2.91324281523074E-4	2.61574261064805E-4	2.29331336384464E-4	2.05286351488217E-4	1.69407517735326E-4	1.46047099620118E-4	1.12640309746918E-4	8.08858236439887E-5
32	6.29316802448178E-4	5.75738272017674E-4	5.33121301341043E-4	4.88659605649138E-4	4.91980141265547E-4	4.36511987201342E-4	3.98822003818896E-4	3.62248801514837E-4	3.37366720925485E-4	2.92289314306077E-4	2.62338194902902E-4	2.29989302413757E-4	2.05971870482217E-4	1.69930588197523E-4	1.46454620764783E-4	1.13097028627918E-4	8.1113084971187E-5
31	6.30752497716561E-4	5.77148842068678E-4	5.34451332951342E-4	4.89963701530384E-4	4.93615156869627E-4	4.37764211624482E-4	4.00145407993454E-4	3.63304145396847E-4	3.38635722099935E-4	2.93163393520074E-4	2.63281434710888E-4	2.30834207337279E-4	2.06700503878355E-4	1.7034848363381E-4	1.46994791409557E-4	1.13355174082397E-4	8.14661122755728E-5
30	6.32080608584988E-4	5.7850480940803E-4	5.35781364561641E-4	4.91528616587879E-4	4.9494478655815E-4	4.39218136625846E-4	4.01175819701506E-4	3.64264427768874E-4	3.39622547857953E-4	2.94082178725616E-4	2.64134268147502E-4	2.31556939597644E-4	2.07342908470216E-4	1.70943073113626E-4	1.47524021889374E-4	1.13682886871536E-4	8.13694191352171E-5
29	6.33351217446541E-4	5.7980617403573E-4	5.37059623129391E-4	4.92521129829042E-4	4.96325885783003E-4	4.40369510759874E-4	4.02306638940214E-4	3.65418055584933E-4	3.40844257063168E-4	2.95184412655084E-4	2.64852998799913E-4	2.32292919496182E-4	2.08124716295658E-4	1.71550283596552E-4	1.47880944771111E-4	1.13941032326015E-4	8.10502668773184E-5
28	6.3440109279784E-4	5.81216744086734E-4	5.38282538099934E-4	4.94033530958433E-4	4.97655515471525E-4	4.41421715442941E-4	4.03582308387083E-4	3.66570072188959E-4	3.41831082821187E-4	2.96056950283166E-4	2.6561693263801E-4	2.33059810550458E-4	2.08895026947196E-4	1.71905074017292E-4	1.48308978725071E-4	1.14149467788485E-4	8.13355440887301E-5
27	6.36391404197032E-4	5.82951290226871E-4	5.39771459392538E-4	4.95232598983472E-4	4.99393470148265E-4	4.42823534461597E-4	4.04856331808859E-4	3.67578690921994E-4	3.42958208087934E-4	2.96975735488708E-4	2.66560172445996E-4	2.3377371105204E-4	2.09441142707615E-4	1.72301934448396E-4	1.48849149369845E-4	1.14457323234972E-4	8.07697918755619E-5
26	6.37552573755182E-4	5.84199872233308E-4	5.41155049322714E-4	4.96380903544676E-4	5.0051893734268E-4	4.44376628913921E-4	4.05936124269692E-4	3.6873070752602E-4	3.43945033845953E-4	2.97987015849171E-4	2.67458209068296E-4	2.34387518287421E-4	2.10041870044076E-4	1.72982066282621E-4	1.49185559442287E-4	1.14655896661494E-4	8.06150828509928E-5
25	6.39045771030438E-4	5.85665044995963E-4	5.42538639252891E-4	4.97579971569714E-4	5.01797097494872E-4	4.45329664146029E-4	4.07162412963779E-4	3.70122794723053E-4	3.44884567634737E-4	2.98813305899793E-4	2.68265839319223E-4	2.35110250547785E-4	2.10833737896683E-4	1.73472883070205E-4	1.49714789922103E-4	1.14745321338806E-4	8.06150828509928E-5
24	6.40260732788566E-4	5.8712839766823E-4	5.44029345822823E-4	4.98675762202815E-4	5.03227950604844E-4	4.46581888569169E-4	4.08291586177395E-4	3.70939679224089E-4	3.4596440093225E-4	2.9954864238141E-4	2.69209079127209E-4	2.36009617983799E-4	2.11464645314641E-4	1.73984734862972E-4	1.50092225613136E-4	1.14586462597589E-4	8.01848308237726E-5
23	6.42030310677504E-4	5.88267774251364E-4	5.45677156797731E-4	4.99771552835915E-4	5.04660519366027E-4	4.47983707587825E-4	4.09565609599171E-4	3.71948297957124E-4	3.47045810628737E-4	3.00513675164412E-4	2.6997150619245E-4	2.36788284716452E-4	2.12075432678268E-4	1.74559691671285E-4	1.50367097257691E-4	1.14933899458624E-4	7.94208901202378E-5
22	6.43356566642483E-4	5.90058743193541E-4	5.46955415365481E-4	5.01180676573369E-4	5.0599014905455E-4	4.49086337415449E-4	4.10694782812786E-4	3.73196987283166E-4	3.48172935895483E-4	3.0166215667134E-4	2.70735440030548E-4	2.37458026424122E-4	2.12910414933013E-4	1.74956552102389E-4	1.50693934685795E-4	1.14983609450633E-4	7.89661078869409E-5
21	6.45014850324569E-4	5.91631301289112E-4	5.48124772016147E-4	5.03006410807113E-4	5.07472471700851E-4	4.50488156434104E-4	4.12019833012437E-4	3.743973402482E-4	3.49394645100698E-4	3.02351245575496E-4	2.71588273467161E-4	2.38280851950687E-4	2.13328624633755E-4	1.75238421171831E-4	1.50957866165394E-4	1.14775040717407E-4	7.82215058114772E-5
20	6.46673134006655E-4	5.9287806320516E-4	5.49827926588261E-4	5.04676353720816E-4	5.08903324810823E-4	4.5214210117554E-4	4.1314736020096E-4	3.75357622620227E-4	3.50569062336679E-4	3.03362525935959E-4	2.72397410490945E-4	2.39025663608008E-4	2.13896297595243E-4	1.75740456628846E-4	1.51182139547022E-4	1.14477180577624E-4	7.65582540079097E-5
19	6.47724864261401E-4	5.94234030544512E-4	5.51211516518438E-4	5.05875421745854E-4	5.10335893572005E-4	4.53243050165012E-4	4.14373648895047E-4	3.76701373456251E-4	3.5146130415623E-4	3.04418512287966E-4	2.73295447113245E-4	2.39520242099825E-4	2.14859185909666E-4	1.76074212044403E-4	1.51213592521274E-4	1.14020461696623E-4	7.53108476025966E-5
18	6.49991556274274E-4	5.95915794063386E-4	5.52434431488981E-4	5.07335308947142E-4	5.11614053724198E-4	4.54345679992636E-4	4.15795814575169E-4	3.77853390060277E-4	3.52495421883482E-4	3.05107601192123E-4	2.74014177765656E-4	2.40220894963234E-4	2.15501590501527E-4	1.76241089752182E-4	1.51365387310059E-4	1.13543885472971E-4	7.45903863648593E-5
17	6.51482898646083E-4	5.97164376069823E-4	5.53925138058913E-4	5.08641155292658E-4	5.13403477937268E-4	4.55698754704888E-4	4.17022103269256E-4	3.78958681515328E-4	3.53669839119463E-4	3.06165129130046E-4	2.75001113986472E-4	2.40824398480035E-4	2.15951417430504E-4	1.7668002019365E-4	1.51457011191578E-4	1.12680024432222E-4	7.19359325305586E-5
16	6.53252476535021E-4	5.98520343409175E-4	5.5530872798909E-4	5.09996014637737E-4	5.1488580058357E-4	4.57100573723544E-4	4.17955399496836E-4	3.8020737084137E-4	3.54467497000546E-4	3.06991419180668E-4	2.75674641453197E-4	2.4152652330324E-4	2.16475975989854E-4	1.77276012007146E-4	1.51294276237835E-4	1.11935307447387E-4	6.87593357383373E-5
15	6.54799466010255E-4	5.99930913460179E-4	5.56638759599389E-4	5.11144319198942E-4	5.16318369344752E-4	4.58403223291239E-4	4.19033545932577E-4	3.81359387445396E-4	3.55361315219071E-4	3.08093653110135E-4	2.76214066135719E-4	2.42238951845025E-4	2.16937300092734E-4	1.77130169304549E-4	1.50877182448833E-4	1.10733738310795E-4	6.66028840242309E-5
14	6.56016282671831E-4	6.01720062311968E-4	5.58074122572114E-4	5.12604206400229E-4	5.17697752918394E-4	4.59756298003491E-4	4.20554473118263E-4	3.82271333456415E-4	3.56583024424285E-4	3.08828989591752E-4	2.77112102758019E-4	2.42776217170958E-4	2.1745036147818E-4	1.77055845619572E-4	1.50550345020729E-4	1.09155012934568E-4	6.3126473602182E-5
13	6.57398185740236E-4	6.03185235074624E-4	5.59564829142047E-4	5.13752510961434E-4	5.19334484173685E-4	4.61107691877591E-4	4.21731381059568E-4	3.83376624911466E-4	3.57380682305368E-4	3.09518078495909E-4	2.77876036596116E-4	2.43270795662776E-4	2.17525093108553E-4	1.77151204309732E-4	1.49735302731399E-4	1.07337866175758E-4	5.82672863783221E-5
12	6.59112116525747E-4	6.04595805125627E-4	5.61267983714161E-4	5.15056606842679E-4	5.20715583398538E-4	4.62410341445287E-4	4.2276179276762E-4	3.84336907283493E-4	3.58272924124918E-4	3.10207167400065E-4	2.78504360877155E-4	2.43763902194796E-4	2.18157437673249E-4	1.77097915629937E-4	1.48523679462361E-4	1.05461280659748E-4	5.39157056939668E-5
11	6.60659106000982E-4	6.06384953977417E-4	5.62756905006764E-4	5.16413216652029E-4	5.2219790604484E-4	4.63763416157539E-4	4.24037462214488E-4	3.85057119062514E-4	3.59166742343443E-4	3.11172200183068E-4	2.79132685158193E-4	2.44355630033221E-4	2.18147377646083E-4	1.76367299783275E-4	1.4745291081715E-4	1.01449697631737E-4	4.91725502385337E-5
10	6.61764628455706E-4	6.07902909361335E-4	5.64406501259001E-4	5.17769826461379E-4	5.23628759154811E-4	4.65165235176195E-4	4.2506787392254E-4	3.86065737795549E-4	3.60058984162994E-4	3.11724087940759E-4	2.79761009439232E-4	2.44224625611281E-4	2.18029531613572E-4	1.75907334336625E-4	1.4625086019245E-4	9.71502497706469E-5	4.31722541690268E-5
9	6.63037092220707E-4	6.09422684835643E-4	5.65895422551604E-4	5.19229713662666E-4	5.25112797452324E-4	4.66318290148374E-4	4.26147666383373E-4	3.87266090760583E-4	3.6057604302662E-4	3.12596625568841E-4	2.80121128151866E-4	2.44597031439941E-4	2.18339955308968E-4	1.75489438900338E-4	1.4359103258717E-4	9.25033650485217E-5	3.67609149109208E-5
8	6.64418995289112E-4	6.10995242931213E-4	5.66854116477417E-4	5.20847142648265E-4	5.26698059171285E-4	4.67820959456142E-4	4.2742168980515E-4	3.88129700410594E-4	3.61608584354899E-4	3.13102265749073E-4	2.80390840493127E-4	2.45047451137846E-4	2.18189054901484E-4	1.73900594842243E-4	1.41390691910103E-4	8.63371937073696E-5	3.20467025028693E-5
7	6.65912192564368E-4	6.12622403738436E-4	5.68450154409775E-4	5.22569599490072E-4	5.27976219323478E-4	4.68822738994654E-4	4.28649624524329E-4	3.88754850679631E-4	3.62360526665721E-4	3.13469163196923E-4	2.80749452432904E-4	2.44937054153066E-4	2.17536590282457E-4	1.72501065830788E-4	1.38252232087934E-4	7.88599046681486E-5	2.67136539965416E-5
6	6.67902503963561E-4	6.13816383033221E-4	5.70205082024438E-4	5.24082000619463E-4	5.29202909939341E-4	4.70174132868754E-4	4.29531893974035E-4	3.89618460329642E-4	3.62689994051386E-4	3.1383760223069E-4	2.81064367959852E-4	2.4453226520887E-4	2.17204609385992E-4	1.70599501362317E-4	1.33413123623129E-4	7.18200102503E-5	1.97608331524438E-5
5	6.69449493438796E-4	6.15498146552095E-4	5.71588671954615E-4	5.25594401748854E-4	5.30940864616081E-4	4.71276762696378E-4	4.30611686434868E-4	3.90530406340661E-4	3.62877585529348E-4	3.14250747256E-4	2.80524943277329E-4	2.44224625611281E-4	2.16444358761619E-4	1.68205717772583E-4	1.27839793337617E-4	6.37969774650338E-5	1.74642088321842E-5
4	6.70887043610626E-4	6.17179910070969E-4	5.72918703564914E-4	5.27264344662557E-4	5.32270494304604E-4	4.72379392524002E-4	4.31640452117827E-4	3.91395627202706E-4	3.63441936362208E-4	3.14021050954615E-4	2.80300434121754E-4	2.43709439682304E-4	2.15030206371482E-4	1.65050466995254E-4	1.21869198312088E-4	5.35597843386701E-5	1.28661060662295E-5
3	6.72545327292712E-4	6.19511445858499E-4	5.75046754141392E-4	5.28881773648156E-4	5.34315550548113E-4	4.73682042091698E-4	4.32083232867772E-4	3.91587361434704E-4	3.63534943901702E-4	3.13561658351844E-4	2.80434536905957E-4	2.42612829633482E-4	2.13242395829479E-4	1.61822294866627E-4	1.13972860749924E-4	4.51097520510037E-5	7.76510811781039E-6
2	6.75861894656884E-4	6.23362757120336E-4	5.78187056963561E-4	5.31334174090607E-4	5.35900812267074E-4	4.74732565936614E-4	4.32769625331442E-4	3.9201916625971E-4	3.63207052915012E-4	3.13607905929304E-4	2.79851415810604E-4	2.41472060790748E-4	2.11562371292821E-4	1.57549384147283E-4	1.03936763674144E-4	3.88441607258346E-5	6.45480574495854E-6
1	6.8304779061259E-4	6.27159465670522E-4	5.80368665859917E-4	5.33054880468143E-4	5.37383134913376E-4	4.75685601168722E-4	4.33161379303513E-4	3.91970829898702E-4	3.6273728602062E-4	3.13239466895538E-4	2.78459157691468E-4	2.40419609535839E-4	2.08788678088588E-4	1.50246030348025E-4	9.56227853147283E-5	2.98282608079588E-5	6.69172340724744E-6
0	6.85757804549422E-4	6.28624638433177E-4	5.82016476834824E-4	5.34203185029348E-4	5.38252970077351E-4	4.76236916082533E-4	4.33750656286712E-4	3.91779095666703E-4	3.62125643218525E-4	3.12274434112535E-4	2.76842390416758E-4	2.38039450543967E-4	2.05072216624264E-4	1.43485379682468E-4	8.58822094448615E-5	2.26193790714325E-5	2.557747715E-6
-1	6.86531299287039E-4	6.29980605772529E-4	5.83507183404757E-4	5.35246461734344E-4	5.39326967735435E-4	4.76836975302749E-4	4.33849417792276E-4	3.91587361434704E-4	3.60998517951778E-4	3.11218447760528E-4	2.74687705232381E-4	2.3506756371367E-4	2.01186171844862E-4	1.36161551811499E-4	7.37062161034039E-5	1.8677363378082E-5	1.68743157812895E-6
-2	6.87581174638337E-4	6.31281970400229E-4	5.84358760690814E-4	5.36445529759382E-4	5.39786762259983E-4	4.76937825591861E-4	4.33946533272747E-4	3.91347290841698E-4	3.60058984162994E-4	3.09610573650829E-4	2.72352207305259E-4	2.315790189946E-4	1.96795688560441E-4	1.26528360838261E-4	6.31812304060877E-5	1.38616246080351E-5	2.9977339509808E-6
-3	6.89239458320423E-4	6.33018336630755E-4	5.85901240303295E-4	5.37488806464379E-4	5.40450719278639E-4	4.76487360967161E-4	4.33604160053459E-4	3.89906867283657E-4	3.58742691019311E-4	3.07313610636974E-4	2.69882606593934E-4	2.27796082316114E-4	1.90092836174667E-4	1.15307026973767E-4	5.34101588264019E-5	8.65852105843879E-6	8.60640333362972E-7
-4	6.90788302699105E-4	6.33831917034366E-4	5.86911707271656E-4	5.38218750065023E-4	5.40706351309077E-4	4.76937825591861E-4	4.32769625331442E-4	3.88994921272638E-4	3.56488440485817E-4	3.04648208589352E-4	2.6606595094916E-4	2.2198331307746E-4	1.82822310827406E-4	1.04357325142859E-4	4.18356010534803E-5	7.16910041584388E-6	-3.09444007028148E-7
-5	6.91726883843552E-4	6.34754702861281E-4	5.87657953195287E-4	5.3900120759377E-4	5.41064922412176E-4	4.76636955562678E-4	4.31788594376173E-4	3.87697895585588E-4	3.53200072225071E-4	3.0202905411919E-4	2.60991139969452E-4	2.15260872684213E-4	1.75219804583679E-4	9.30731667295549E-5	3.26451787289112E-5	6.12650996415012E-6	1.44568574829479E-6
-6	6.92556025684595E-4	6.36110670200633E-4	5.88827309845952E-4	5.40096998226871E-4	5.40912229454397E-4	4.75534325735054E-4	4.31052821159721E-4	3.85200516933504E-4	3.50286886920249E-4	2.98170464573096E-4	2.55467310678595E-4	2.08263175808913E-4	1.65539184156884E-4	7.91976359111717E-5	2.84168049728562E-5	2.97885461226544E-6	2.38851525096007E-6
-7	6.93440814629064E-4	6.37086238648811E-4	5.89571770492254E-4	5.40618636579369E-4	5.41728879430831E-4	4.75033435965798E-4	4.287467400048E-4	3.82608076771438E-4	3.4652875176511E-4	2.92704000917303E-4	2.50079090944796E-4	1.99019268283275E-4	1.53836498269801E-4	6.96167519841534E-5	2.04388264296967E-5	1.45963462861663E-6	-6.28558625986363E-7
-8	6.94049222959852E-4	6.37792433719507E-4	5.90369789458433E-4	5.41350330644283E-4	5.41116391948505E-4	4.7398123128273E-4	4.26392924122191E-4	3.79007017876336E-4	3.41361315926795E-4	2.87235995675595E-4	2.41996761344098E-4	1.89488328597207E-4	1.43460729965863E-4	5.95550078386701E-5	1.41422144884355E-5	3.01856929756982E-6	2.27248348253328E-7
