Thickness	-Seebeck	Independent Variable	Polynomial Fit of -Seebeck	Thickness	Conductivity	Independent Variable	Polynomial Fit of Conductivity	Thickness	Power factor	Independent Variable	Polynomial Fit of Power factor	
Layer	\g(m)V/K	Layer	\g(m)V/K	Layer	S/m	Layer	S/m	Layer	mW/mK^2	Layer	mW/mK^2	
Thickness	-Seebeck	Thickness	Fitted Curves Plot of -Seebeck	Thickness	Conductivity	Thickness	Fitted Curves Plot of Conductivity	Thickness	Power factor	Thickness	Fitted Curves Plot of Conductivity	
		5.27027027027027	2.38452911213764E-4			5.58558558558559	44.7845063146183			5.27027027027027	7.70396328180007E-6	
		5.31531531531532	2.39290400150611E-4			5.63063063063063	44.4262302641013			5.31531531531532	7.68951382056855E-6	
		5.36036036036036	2.40127535057179E-4			5.67567567567568	44.0736411350211			5.36036036036036	7.6749851964798E-6	
		5.40540540540541	2.4096429167786E-4			5.72072072072072	43.7266045906509			5.40540540540541	7.66037796103152E-6	
		5.45045045045045	2.41800645687963E-4			5.76576576576577	43.3849904922864			5.45045045045045	7.64569266793771E-6	
		5.4954954954955	2.42636572694802E-4			5.81081081081081	43.0486727365323			5.4954954954955	7.63092987309381E-6	
		5.54054054054054	2.43472048238809E-4			5.85585585585586	42.7175291000974			5.54054054054054	7.61609013454172E-6	
		5.58558558558559	2.44307047794642E-4			5.9009009009009	42.3914410916997			5.58558558558559	7.60117401243488E-6	
		5.63063063063063	2.45141546772313E-4			5.94594594594595	42.070293810702			5.63063063063063	7.58618206900301E-6	
		5.67567567567568	2.45975520518313E-4			5.99099099099099	41.7539758121253			5.67567567567568	7.57111486851712E-6	
		5.72072072072072	2.46808944316754E-4			6.03603603603604	41.4423789777065			5.72072072072072	7.55597297725416E-6	
		5.76576576576577	2.47641793390514E-4			6.08108108108108	41.1353983926864			5.76576576576577	7.54075696346168E-6	
		5.81081081081081	2.48474042902393E-4			6.12612612612613	40.8329322280343			5.81081081081081	7.52546739732252E-6	
		5.85585585585586	2.49305667956278E-4			6.17117117117117	40.5348816278297			5.85585585585586	7.5101048509194E-6	
		5.9009009009009	2.50136643598307E-4			6.21621621621622	40.241150601541			5.9009009009009	7.49466989819925E-6	
		5.94594594594595	2.50966944818058E-4			6.26126126126126	39.9516459209544			5.94594594594595	7.47916311493787E-6	
		5.99099099099099	2.51796546549725E-4			6.30630630630631	39.666277021519			5.99099099099099	7.46358507870411E-6	
		6.03603603603604	2.52625423673322E-4			6.35135135135135	39.3849559078912			6.03603603603604	7.44793636882436E-6	
		6.08108108108108	2.53453551015878E-4			6.3963963963964	39.1075970634695			6.08108108108108	7.43221756634679E-6	
		6.12612612612613	2.5428090335265E-4			6.44144144144144	38.8341173637249			6.12612612612613	7.41642925400554E-6	
		6.17117117117117	2.5510745540834E-4			6.48648648648649	38.5644359931435			6.17117117117117	7.40057201618503E-6	
		6.21621621621622	2.55933181858319E-4			6.53153153153153	38.2984743656046			6.21621621621622	7.38464643888404E-6	
		6.26126126126126	2.5675805732986E-4			6.57657657657658	38.0361560480319			6.26126126126126	7.36865310967984E-6	
		6.30630630630631	2.57582056403376E-4			6.62162162162162	37.777406687161			6.30630630630631	7.35259261769235E-6	
		6.35135135135135	2.58405153613669E-4			6.66666666666667	37.5221539392748			6.35135135135135	7.33646555354817E-6	
		6.3963963963964	2.5922732345118E-4			6.71171171171171	37.2703274027696			6.3963963963964	7.3202725093446E-6	
		6.44144144144144	2.60048540363252E-4			6.75675675675676	37.0218585534178			6.44144144144144	7.3040140786137E-6	
		6.48648648648649	2.60868778755401E-4			6.8018018018018	36.7766806822031			6.48648648648649	7.28769085628625E-6	
		6.53153153153153	2.61688012992583E-4			6.84684684684685	36.5347288356096			6.53153153153153	7.27130343865581E-6	
		6.57657657657658	2.62506217400484E-4			6.89189189189189	36.2959397582527			6.57657657657658	7.25485242334257E-6	
		6.62162162162162	2.633233662668E-4			6.93693693693694	36.0602518377446			6.62162162162162	7.2383384092574E-6	
		6.66666666666667	2.6413943384254E-4			6.98198198198198	35.8276050516946			6.66666666666667	7.22176199656576E-6	
		6.71171171171171	2.64954394343322E-4			7	35.7353847040712			6.71171171171171	7.20512378665168E-6	
		6.75675675675676	2.65768221950681E-4			7.02702702702703	35.5979409167479			6.75675675675676	7.18842438208163E-6	
		6.8018018018018	2.66580890813386E-4			7.07207207207207	35.3712024395711			6.8018018018018	7.17166438656853E-6	
		6.84684684684685	2.67392375048761E-4			7.11711711711712	35.1473340697004			6.84684684684685	7.15484440493568E-6	
		6.89189189189189	2.68202648744007E-4			7.16216216216216	34.9262816541677			6.89189189189189	7.13796504308069E-6	
		6.93693693693694	2.6901168595754E-4			7.20720720720721	34.7079923938292			6.93693693693694	7.12102690793952E-6	
		6.98198198198198	2.69819460720328E-4			7.25225225225225	34.4924148013209			6.98198198198198	7.10403060745034E-6	
		7.02702702702703	2.70625947037235E-4			7.2972972972973	34.279498660572			7.02702702702703	7.08697675051761E-6	
		7.07207207207207	2.71431118888374E-4			7.34234234234234	34.0691949878077			7.07207207207207	7.06986594697609E-6	
		7.11711711711712	2.72234950230461E-4			7.38738738738739	33.8614559939797			7.11711711711712	7.05269880755479E-6	
		7.16216216216216	2.73037414998179E-4			7.43243243243243	33.6562350485616			7.16216216216216	7.03547594384115E-6	
		7.20720720720721	2.73838487105544E-4			7.47747747747748	33.4534866446546			7.20720720720721	7.01819796824507E-6	
		7.25225225225225	2.74638140447282E-4			7.52252252252252	33.2531663653453			7.25225225225225	7.00086549396297E-6	
		7.2972972972973	2.75436348900201E-4			7.56756756756757	33.0552308512659			7.2972972972973	6.98347913494203E-6	
		7.34234234234234	2.76233086324579E-4			7.61261261261261	32.8596377693057			7.34234234234234	6.96603950584434E-6	
		7.38738738738739	2.77028326565556E-4			7.65765765765766	32.6663457824274			7.38738738738739	6.94854722201114E-6	
		7.43243243243243	2.7782204345452E-4			7.7027027027027	32.4753145205419			7.43243243243243	6.93100289942704E-6	
		7.47747747747748	2.78614210810512E-4			7.74774774774775	32.2865045523992			7.47747747747748	6.91340715468442E-6	
		7.52252252252252	2.79404802441631E-4			7.79279279279279	32.0998773584547			7.52252252252252	6.89576060494768E-6	
		7.56756756756757	2.80193792146435E-4			7.83783783783784	31.9153953046705			7.56756756756757	6.87806386791777E-6	
		7.61261261261261	2.80981153715362E-4			7.88288288288288	31.7330216172152			7.61261261261261	6.86031756179655E-6	
		7.65765765765766	2.81766860932145E-4			7.92792792792793	31.5527203580265			7.65765765765766	6.84252230525142E-6	
		7.7027027027027	2.82550887575233E-4			7.97297297297297	31.3744564012015			7.7027027027027	6.82467871737975E-6	
		7.74774774774775	2.83333207419221E-4			8	31.2684616160623			7.74774774774775	6.80678741767369E-6	
		7.79279279279279	2.84113794236278E-4			8.01801801801802	31.1981954101835			7.79279279279279	6.78884902598478E-6	
		7.83783783783784	2.8489262179758E-4			8.06306306306306	31.0239038157132			7.83783783783784	6.77086416248874E-6	
		7.88288288288288	2.85669663874756E-4			8.10810810810811	30.8515487945148			7.88288288288288	6.75283344765031E-6	
		7.92792792792793	2.86444894241325E-4			8.15315315315315	30.6810982486888			7.92792792792793	6.73475750218821E-6	
		7.97297297297297	2.87218286674145E-4			8.1981981981982	30.5125207857839			7.97297297297297	6.71663694704003E-6	
		8.01801801801802	2.87989814954862E-4			8.24324324324324	30.3457856995228			8.01801801801802	6.69847240332747E-6	
		8.06306306306306	2.88759452871368E-4			8.28828828828829	30.1808629511558			8.06306306306306	6.68026449232134E-6	
		8.10810810810811	2.89527174219253E-4			8.33333333333333	30.0177231514198			8.10810810810811	6.66201383540684E-6	
		8.15315315315315	2.9029295280327E-4			8.37837837837838	29.8563375430788			8.15315315315315	6.64372105404894E-6	
		8.1981981981982	2.91056762438798E-4			8.42342342342342	29.6966779840249			8.1981981981982	6.62538676975768E-6	
		8.24324324324324	2.91818576953311E-4			8.46846846846847	29.5387169309184			8.24324324324324	6.60701160405381E-6	
		8.28828828828829	2.92578370187843E-4			8.51351351351351	29.3824274233474			8.28828828828829	6.58859617843431E-6	
		8.33333333333333	2.93336115998469E-4			8.55855855855856	29.2277830684877			8.33333333333333	6.57014111433803E-6	
		8.37837837837838	2.94091788257775E-4			8.6036036036036	29.0747580262443			8.37837837837838	6.55164703311161E-6	
		8.42342342342342	2.94845360856341E-4			8.64864864864865	28.9233269948576			8.42342342342342	6.5331145559753E-6	
		8.46846846846847	2.95596807704219E-4			8.69369369369369	28.7734651969568			8.46846846846847	6.51454430398895E-6	
		8.51351351351351	2.96346102732421E-4			8.73873873873874	28.6251483660447			8.51351351351351	6.49593689801817E-6	
		8.55855855855856	2.97093219894399E-4			8.78378378378378	28.4783527333983			8.55855855855856	6.47729295870047E-6	
		8.6036036036036	2.9783813316754E-4			8.82882882882883	28.3330550153707			8.6036036036036	6.45861310641168E-6	
		8.64864864864865	2.98580816554655E-4			8.87387387387387	28.1892324010795			8.64864864864865	6.43989796123235E-6	
		8.69369369369369	2.99321244085468E-4			8.91891891891892	28.046862540468			8.69369369369369	6.42114814291426E-6	
		8.73873873873874	3.00059389818113E-4			8.96396396396396	27.905923532727			8.73873873873874	6.40236427084722E-6	
		8.78378378378378	3.00795227840634E-4			9.00900900900901	27.7663939150633			8.78378378378378	6.38354696402575E-6	
		8.82882882882883	3.01528732272475E-4			9.05405405405405	27.6282526518043			8.82882882882883	6.36469684101606E-6	
		8.87387387387387	3.02259877265987E-4			9.0990990990991	27.4914791238251			8.87387387387387	6.34581451992312E-6	
		8.91891891891892	3.02988637007921E-4			9.14414414414414	27.356053118289			8.91891891891892	6.32690061835781E-6	
		8.96396396396396	3.03714985720941E-4			9.18918918918919	27.2219548186895			8.96396396396396	6.30795575340424E-6	
		9.00900900900901	3.04438897665116E-4			9.23423423423423	27.0891647951837			9.00900900900901	6.28898054158721E-6	
		9.05405405405405	3.0516034713943E-4			9.27927927927928	26.9576639952071			9.05405405405405	6.26997559883973E-6	
		9.0990990990991	3.0587930848329E-4			9.32432432432432	26.8274337343607			9.0990990990991	6.25094154047089E-6	
		9.14414414414414	3.06595756078024E-4			9.36936936936937	26.6984556875609			9.14414414414414	6.23187898113355E-6	
		9.18918918918919	3.07309664348395E-4			9.41441441441441	26.5707118804434			9.18918918918919	6.21278853479241E-6	
		9.23423423423423	3.08021007764106E-4			9.45945945945946	26.4441846810127			9.23423423423423	6.1936708146922E-6	
		9.27927927927928	3.08729760841305E-4			9.5045045045045	26.3188567915292			9.27927927927928	6.17452643332593E-6	
		9.32432432432432	3.09435898144099E-4			9.54954954954955	26.1947112406258			9.32432432432432	6.15535600240334E-6	
		9.36936936936937	3.10139394286054E-4			9.59459459459459	26.0717313756463			9.36936936936937	6.13616013281948E-6	
		9.41441441441441	3.10840223931713E-4			9.63963963963964	25.9499008551994			9.41441441441441	6.11693943462352E-6	
		9.45945945945946	3.11538361798096E-4			9.68468468468468	25.8292036419194			9.45945945945946	6.0976945169876E-6	
		9.5045045045045	3.12233782656212E-4			9.72972972972973	25.709623995429			9.5045045045045	6.07842598817589E-6	
		9.54954954954955	3.12926461332565E-4			9.77477477477477	25.5911464654961			9.54954954954955	6.05913445551385E-6	
		9.59459459459459	3.13616372710664E-4			9.81981981981982	25.4737558853792			9.59459459459459	6.03982052535761E-6	
		9.63963963963964	3.14303491732527E-4			9.86486486486486	25.3574373653546			9.63963963963964	6.0204848030635E-6	
		9.68468468468468	3.14987793400189E-4			9.90990990990991	25.2421762864212			9.68468468468468	6.00112789295773E-6	
		9.72972972972973	3.15669252777203E-4			9.95495495495496	25.1279582941749			9.72972972972973	5.98175039830637E-6	
		9.77477477477477	3.16347844990153E-4			10	25.0147692928498			9.77477477477477	5.96235292128534E-6	
		9.81981981981982	3.17023545230146E-4			10.045045045045	24.9025954395187			9.81981981981982	5.94293606295061E-6	
		9.86486486486486	3.17696328754323E-4			10.0900900900901	24.7914231384494			9.86486486486486	5.92350042320868E-6	
		9.90990990990991	3.18366170887357E-4			10.1351351351351	24.6812390356118			9.90990990990991	5.90404660078704E-6	
