Temperature	dS/dVbg	gm
K	10^(-6)/K	S
Temperature	dS/dVbg	gm
450	3.90137464542883E-7	1.545725E-7
480	6.9981234998909E-7	1.51733999999999E-7
510	2.3255444032293E-6	2.721975E-7
540	5.63181322277983E-6	3.916955E-7
570	6.86266201178266E-6	4.684565E-7
600	1.00894719615972E-5	5.77248E-7
