ln (n2d)	EA	ln ( |Seebeck| )	Independent Variable	Linear Fit of EA	Independent Variable	Linear Fit of ln ( |Seebeck| )
	meV			meV		
ln (n2d)	EA	ln ( |Seebeck| )	Fit Curve of EA	Fit Curve of EA	Fit Curve of ln ( |Seebeck| )	Fit Curve of ln ( |Seebeck| )
			28.3821321321321	141.531635177689	28.3821321321321	5.74373811447484
			28.3836336336336	141.369953096857	28.3836336336336	5.74348207595904
			28.3851351351351	141.208271016025	28.3851351351351	5.74322603744325
			28.3866366366366	141.046588935194	28.3866366366366	5.74296999892745
			28.3881381381381	140.884906854362	28.3881381381381	5.74271396041165
			28.3896396396396	140.723224773531	28.3896396396396	5.74245792189585
			28.3911411411411	140.561542692699	28.3911411411411	5.74220188338006
			28.3926426426426	140.399860611868	28.3926426426426	5.74194584486426
			28.3941441441441	140.238178531036	28.3941441441441	5.74168980634846
			28.3956456456456	140.076496450205	28.3956456456456	5.74143376783266
			28.3971471471471	139.914814369373	28.3971471471471	5.74117772931687
			28.3986486486486	139.753132288542	28.3986486486486	5.74092169080107
			28.4001501501502	139.59145020771	28.4001501501502	5.74066565228527
			28.4016516516517	139.429768126879	28.4016516516517	5.74040961376947
			28.4031531531532	139.268086046047	28.4031531531532	5.74015357525368
			28.4046546546547	139.106403965216	28.4046546546547	5.73989753673788
			28.4061561561562	138.944721884383	28.4061561561562	5.73964149822208
			28.4076576576577	138.783039803552	28.4076576576577	5.73938545970628
			28.4091591591592	138.62135772272	28.4091591591592	5.73912942119049
			28.4106606606607	138.459675641889	28.4106606606607	5.73887338267469
			28.4121621621622	138.297993561057	28.4121621621622	5.73861734415889
			28.4136636636637	138.136311480226	28.4136636636637	5.7383613056431
			28.4151651651652	137.974629399394	28.4151651651652	5.7381052671273
			28.4166666666667	137.812947318563	28.4166666666667	5.7378492286115
			28.4181681681682	137.651265237731	28.4181681681682	5.7375931900957
			28.4196696696697	137.4895831569	28.4196696696697	5.7373371515799
			28.4211711711712	137.327901076068	28.4211711711712	5.73708111306411
			28.4226726726727	137.166218995236	28.4226726726727	5.73682507454831
			28.4241741741742	137.004536914405	28.4241741741742	5.73656903603251
			28.4256756756757	136.842854833573	28.4256756756757	5.73631299751671
			28.4271771771772	136.681172752742	28.4271771771772	5.73605695900092
			28.4286786786787	136.51949067191	28.4286786786787	5.73580092048512
			28.4301801801802	136.357808591079	28.4301801801802	5.73554488196932
			28.4316816816817	136.196126510247	28.4316816816817	5.73528884345353
			28.4331831831832	136.034444429416	28.4331831831832	5.73503280493773
			28.4346846846847	135.872762348584	28.4346846846847	5.73477676642193
			28.4361861861862	135.711080267752	28.4361861861862	5.73452072790613
			28.4376876876877	135.54939818692	28.4376876876877	5.73426468939033
			28.4391891891892	135.387716106089	28.4391891891892	5.73400865087454
			28.4406906906907	135.226034025257	28.4406906906907	5.73375261235874
			28.4421921921922	135.064351944426	28.4421921921922	5.73349657384294
			28.4436936936937	134.902669863594	28.4436936936937	5.73324053532715
			28.4451951951952	134.740987782763	28.4451951951952	5.73298449681135
			28.4466966966967	134.579305701931	28.4466966966967	5.73272845829555
			28.4481981981982	134.4176236211	28.4481981981982	5.73247241977975
			28.4496996996997	134.255941540268	28.4496996996997	5.73221638126396
			28.4512012012012	134.094259459437	28.4512012012012	5.73196034274816
			28.4527027027027	133.932577378605	28.4527027027027	5.73170430423236
			28.4542042042042	133.770895297774	28.4542042042042	5.73144826571656
			28.4557057057057	133.609213216942	28.4557057057057	5.73119222720077
			28.4572072072072	133.44753113611	28.4572072072072	5.73093618868497
			28.4587087087087	133.285849055279	28.4587087087087	5.73068015016917
			28.4602102102102	133.124166974447	28.4602102102102	5.73042411165337
			28.4617117117117	132.962484893616	28.4617117117117	5.73016807313758
			28.4632132132132	132.800802812784	28.4632132132132	5.72991203462178
			28.4647147147147	132.639120731953	28.4647147147147	5.72965599610598
			28.4662162162162	132.477438651121	28.4662162162162	5.72939995759018
			28.4677177177177	132.315756570289	28.4677177177177	5.72914391907439
			28.4692192192192	132.154074489457	28.4692192192192	5.72888788055859
			28.4707207207207	131.992392408626	28.4707207207207	5.72863184204279
			28.4722222222222	131.830710327794	28.4722222222222	5.72837580352699
			28.4737237237237	131.669028246963	28.4737237237237	5.7281197650112
			28.4752252252252	131.507346166131	28.4752252252252	5.7278637264954
			28.4767267267267	131.3456640853	28.4767267267267	5.7276076879796
			28.4782282282282	131.183982004468	28.4782282282282	5.7273516494638
			28.4797297297297	131.022299923637	28.4797297297297	5.72709561094801
			28.4812312312312	130.860617842805	28.4812312312312	5.72683957243221
			28.4827327327327	130.698935761974	28.4827327327327	5.72658353391641
			28.4842342342342	130.537253681142	28.4842342342342	5.72632749540061
			28.4857357357357	130.37557160031	28.4857357357357	5.72607145688482
			28.4872372372372	130.213889519478	28.4872372372372	5.72581541836902
			28.4887387387387	130.052207438647	28.4887387387387	5.72555937985322
			28.4902402402402	129.890525357815	28.4902402402402	5.72530334133742
			28.4917417417417	129.728843276984	28.4917417417417	5.72504730282163
			28.4932432432432	129.567161196152	28.4932432432432	5.72479126430583
			28.4947447447447	129.405479115321	28.4947447447447	5.72453522579003
			28.4962462462462	129.243797034489	28.4962462462462	5.72427918727423
			28.4977477477477	129.082114953658	28.4977477477477	5.72402314875844
			28.4992492492493	128.920432872826	28.4992492492493	5.72376711024264
			28.5007507507508	128.758750791995	28.5007507507508	5.72351107172684
			28.5022522522523	128.597068711163	28.5022522522523	5.72325503321104
			28.5037537537538	128.435386630332	28.5037537537538	5.72299899469525
			28.5052552552553	128.2737045495	28.5052552552553	5.72274295617945
			28.5067567567568	128.112022468668	28.5067567567568	5.72248691766365
			28.5082582582583	127.950340387837	28.5082582582583	5.72223087914785
			28.5097597597598	127.788658307005	28.5097597597598	5.72197484063206
			28.5112612612613	127.626976226174	28.5112612612613	5.72171880211626
			28.5127627627628	127.465294145342	28.5127627627628	5.72146276360046
			28.5142642642643	127.303612064511	28.5142642642643	5.72120672508466
			28.5157657657658	127.141929983679	28.5157657657658	5.72095068656887
			28.5172672672673	126.980247902847	28.5172672672673	5.72069464805307
			28.5187687687688	126.818565822015	28.5187687687688	5.72043860953727
			28.5202702702703	126.656883741184	28.5202702702703	5.72018257102147
			28.5217717717718	126.495201660352	28.5217717717718	5.71992653250568
			28.5232732732733	126.333519579521	28.5232732732733	5.71967049398988
			28.5247747747748	126.171837498689	28.5247747747748	5.71941445547408
			28.5262762762763	126.010155417858	28.5262762762763	5.71915841695829
			28.5277777777778	125.848473337026	28.5277777777778	5.71890237844249
			28.5292792792793	125.686791256195	28.5292792792793	5.71864633992669
			28.5307807807808	125.525109175363	28.5307807807808	5.71839030141089
			28.5322822822823	125.363427094532	28.5322822822823	5.7181342628951
			28.5337837837838	125.2017450137	28.5337837837838	5.7178782243793
			28.5352852852853	125.040062932868	28.5352852852853	5.7176221858635
			28.5367867867868	124.878380852037	28.5367867867868	5.7173661473477
			28.5382882882883	124.716698771205	28.5382882882883	5.71711010883191
			28.5397897897898	124.555016690374	28.5397897897898	5.71685407031611
			28.5412912912913	124.393334609542	28.5412912912913	5.71659803180031
			28.5427927927928	124.231652528711	28.5427927927928	5.71634199328451
			28.5442942942943	124.069970447879	28.5442942942943	5.71608595476872
			28.5457957957958	123.908288367047	28.5457957957958	5.71582991625292
			28.5472972972973	123.746606286216	28.5472972972973	5.71557387773712
			28.5487987987988	123.584924205384	28.5487987987988	5.71531783922132
			28.5503003003003	123.423242124553	28.5503003003003	5.71506180070553
			28.5518018018018	123.261560043721	28.5518018018018	5.71480576218973
			28.5533033033033	123.09987796289	28.5533033033033	5.71454972367393
			28.5548048048048	122.938195882058	28.5548048048048	5.71429368515813
			28.5563063063063	122.776513801226	28.5563063063063	5.71403764664234
			28.5578078078078	122.614831720395	28.5578078078078	5.71378160812654
			28.5593093093093	122.453149639563	28.5593093093093	5.71352556961074
			28.5608108108108	122.291467558732	28.5608108108108	5.71326953109494
			28.5623123123123	122.1297854779	28.5623123123123	5.71301349257915
			28.5638138138138	121.968103397069	28.5638138138138	5.71275745406335
			28.5653153153153	121.806421316237	28.5653153153153	5.71250141554755
			28.5668168168168	121.644739235405	28.5668168168168	5.71224537703175
			28.5683183183183	121.483057154574	28.5683183183183	5.71198933851596
			28.5698198198198	121.321375073742	28.5698198198198	5.71173330000016
			28.5713213213213	121.159692992911	28.5713213213213	5.71147726148436
			28.5728228228228	120.998010912079	28.5728228228228	5.71122122296856
			28.5743243243243	120.836328831248	28.5743243243243	5.71096518445277
			28.5758258258258	120.674646750416	28.5758258258258	5.71070914593697
			28.5773273273273	120.512964669584	28.5773273273273	5.71045310742117
			28.5788288288288	120.351282588753	28.5788288288288	5.71019706890537
			28.5803303303303	120.189600507921	28.5803303303303	5.70994103038958
			28.5818318318318	120.02791842709	28.5818318318318	5.70968499187378
			28.5833333333333	119.866236346258	28.5833333333333	5.70942895335798
			28.5848348348348	119.704554265427	28.5848348348348	5.70917291484218
			28.5863363363363	119.542872184595	28.5863363363363	5.70891687632639
			28.5878378378378	119.381190103763	28.5878378378378	5.70866083781059
			28.5893393393393	119.219508022932	28.5893393393393	5.70840479929479
			28.5908408408408	119.0578259421	28.5908408408408	5.70814876077899
			28.5923423423423	118.896143861269	28.5923423423423	5.7078927222632
			28.5938438438438	118.734461780437	28.5938438438438	5.7076366837474
			28.5953453453453	118.572779699605	28.5953453453453	5.7073806452316
			28.5968468468468	118.411097618774	28.5968468468468	5.7071246067158
			28.5983483483483	118.249415537942	28.5983483483483	5.70686856820001
			28.5998498498499	118.087733457111	28.5998498498499	5.70661252968421
			28.6013513513514	117.926051376279	28.6013513513514	5.70635649116841
			28.6028528528529	117.764369295448	28.6028528528529	5.70610045265262
			28.6043543543544	117.602687214616	28.6043543543544	5.70584441413682
			28.6058558558559	117.441005133785	28.6058558558559	5.70558837562102
			28.6073573573574	117.279323052953	28.6073573573574	5.70533233710522
			28.6088588588589	117.117640972122	28.6088588588589	5.70507629858943
			28.6103603603604	116.95595889129	28.6103603603604	5.70482026007363
			28.6118618618619	116.794276810458	28.6118618618619	5.70456422155783
			28.6133633633634	116.632594729627	28.6133633633634	5.70430818304203
			28.6148648648649	116.470912648795	28.6148648648649	5.70405214452624
			28.6163663663664	116.309230567963	28.6163663663664	5.70379610601044
			28.6178678678679	116.147548487132	28.6178678678679	5.70354006749464
			28.6193693693694	115.9858664063	28.6193693693694	5.70328402897884
			28.6208708708709	115.824184325469	28.6208708708709	5.70302799046305
			28.6223723723724	115.662502244637	28.6223723723724	5.70277195194725
			28.6238738738739	115.500820163806	28.6238738738739	5.70251591343145
			28.6253753753754	115.339138082974	28.6253753753754	5.70225987491565
			28.6268768768769	115.177456002142	28.6268768768769	5.70200383639986
			28.6283783783784	115.015773921311	28.6283783783784	5.70174779788406
			28.6298798798799	114.854091840479	28.6298798798799	5.70149175936826
			28.6313813813814	114.692409759648	28.6313813813814	5.70123572085246
			28.6328828828829	114.530727678816	28.6328828828829	5.70097968233667
			28.6343843843844	114.369045597985	28.6343843843844	5.70072364382087
			28.6358858858859	114.207363517153	28.6358858858859	5.70046760530507
			28.6373873873874	114.045681436322	28.6373873873874	5.70021156678927
			28.6388888888889	113.88399935549	28.6388888888889	5.69995552827348
			28.6403903903904	113.722317274659	28.6403903903904	5.69969948975768
			28.6418918918919	113.560635193827	28.6418918918919	5.69944345124188
			28.6433933933934	113.398953112996	28.6433933933934	5.69918741272608
			28.6448948948949	113.237271032164	28.6448948948949	5.69893137421029
			28.6463963963964	113.075588951332	28.6463963963964	5.69867533569449
			28.6478978978979	112.9139068705	28.6478978978979	5.69841929717869
			28.6493993993994	112.752224789669	28.6493993993994	5.69816325866289
			28.6509009009009	112.590542708837	28.6509009009009	5.6979072201471
			28.6524024024024	112.428860628006	28.6524024024024	5.6976511816313
			28.6539039039039	112.267178547174	28.6539039039039	5.6973951431155
			28.6554054054054	112.105496466343	28.6554054054054	5.6971391045997
			28.6569069069069	111.943814385511	28.6569069069069	5.69688306608391
			28.6584084084084	111.782132304679	28.6584084084084	5.69662702756811
			28.6599099099099	111.620450223848	28.6599099099099	5.69637098905231
			28.6614114114114	111.458768143016	28.6614114114114	5.69611495053651
			28.6629129129129	111.297086062185	28.6629129129129	5.69585891202072
			28.6644144144144	111.135403981353	28.6644144144144	5.69560287350492
			28.6659159159159	110.973721900521	28.6659159159159	5.69534683498912
			28.6674174174174	110.81203981969	28.6674174174174	5.69509079647332
			28.6689189189189	110.650357738858	28.6689189189189	5.69483475795753
			28.6704204204204	110.488675658027	28.6704204204204	5.69457871944173
			28.6719219219219	110.326993577195	28.6719219219219	5.69432268092593
			28.6734234234234	110.165311496364	28.6734234234234	5.69406664241013
			28.6749249249249	110.003629415532	28.6749249249249	5.69381060389434
			28.6764264264264	109.8419473347	28.6764264264264	5.69355456537854
			28.6779279279279	109.680265253869	28.6779279279279	5.69329852686274
			28.6794294294294	109.518583173037	28.6794294294294	5.69304248834694
			28.6809309309309	109.356901092206	28.6809309309309	5.69278644983115
			28.6824324324324	109.195219011374	28.6824324324324	5.69253041131535
			28.6839339339339	109.033536930543	28.6839339339339	5.69227437279955
			28.6854354354354	108.871854849711	28.6854354354354	5.69201833428375
			28.6869369369369	108.71017276888	28.6869369369369	5.69176229576796
			28.6884384384384	108.548490688048	28.6884384384384	5.69150625725216
			28.6899399399399	108.386808607217	28.6899399399399	5.69125021873636
			28.6914414414414	108.225126526385	28.6914414414414	5.69099418022056
			28.6929429429429	108.063444445554	28.6929429429429	5.69073814170477
			28.6944444444444	107.901762364722	28.6944444444444	5.69048210318897
			28.6959459459459	107.74008028389	28.6959459459459	5.69022606467317
			28.6974474474474	107.578398203058	28.6974474474474	5.68997002615737
			28.6989489489489	107.416716122227	28.6989489489489	5.68971398764158
			28.7004504504505	107.255034041395	28.7004504504505	5.68945794912578
			28.701951951952	107.093351960564	28.701951951952	5.68920191060998
			28.7034534534535	106.931669879732	28.7034534534535	5.68894587209419
			28.704954954955	106.769987798901	28.704954954955	5.68868983357839
			28.7064564564565	106.608305718069	28.7064564564565	5.68843379506259
			28.707957957958	106.446623637237	28.707957957958	5.68817775654679
			28.7094594594595	106.284941556406	28.7094594594595	5.687921718031
			28.710960960961	106.123259475574	28.710960960961	5.6876656795152
			28.7124624624625	105.961577394743	28.7124624624625	5.6874096409994
			28.713963963964	105.799895313911	28.713963963964	5.6871536024836
			28.7154654654655	105.63821323308	28.7154654654655	5.68689756396781
			28.716966966967	105.476531152248	28.716966966967	5.68664152545201
			28.7184684684685	105.314849071417	28.7184684684685	5.68638548693621
			28.71996996997	105.153166990585	28.71996996997	5.68612944842041
			28.7214714714715	104.991484909754	28.7214714714715	5.68587340990462
			28.722972972973	104.829802828922	28.722972972973	5.68561737138882
			28.7244744744745	104.668120748091	28.7244744744745	5.68536133287302
			28.725975975976	104.506438667258	28.725975975976	5.68510529435722
			28.7274774774775	104.344756586427	28.7274774774775	5.68484925584143
			28.728978978979	104.183074505595	28.728978978979	5.68459321732563
			28.7304804804805	104.021392424764	28.7304804804805	5.68433717880983
			28.731981981982	103.859710343932	28.731981981982	5.68408114029403
			28.7334834834835	103.698028263101	28.7334834834835	5.68382510177824
			28.734984984985	103.536346182269	28.734984984985	5.68356906326244
			28.7364864864865	103.374664101438	28.7364864864865	5.68331302474664
			28.737987987988	103.212982020606	28.737987987988	5.68305698623084
			28.7394894894895	103.051299939775	28.7394894894895	5.68280094771505
			28.740990990991	102.889617858943	28.740990990991	5.68254490919925
			28.7424924924925	102.727935778112	28.7424924924925	5.68228887068345
			28.743993993994	102.56625369728	28.743993993994	5.68203283216765
			28.7454954954955	102.404571616448	28.7454954954955	5.68177679365186
			28.746996996997	102.242889535617	28.746996996997	5.68152075513606
			28.7484984984985	102.081207454785	28.7484984984985	5.68126471662026
			28.75	101.919525373954	28.75	5.68100867810446
			28.7515015015015	101.757843293122	28.7515015015015	5.68075263958867
			28.753003003003	101.596161212291	28.753003003003	5.68049660107287
			28.7545045045045	101.434479131459	28.7545045045045	5.68024056255707
			28.756006006006	101.272797050627	28.756006006006	5.67998452404127
			28.7575075075075	101.111114969795	28.7575075075075	5.67972848552548
			28.759009009009	100.949432888964	28.759009009009	5.67947244700968
			28.7605105105105	100.787750808132	28.7605105105105	5.67921640849388
			28.762012012012	100.626068727301	28.762012012012	5.67896036997808
			28.7635135135135	100.464386646469	28.7635135135135	5.67870433146229
			28.765015015015	100.302704565638	28.765015015015	5.67844829294649
			28.7665165165165	100.141022484806	28.7665165165165	5.67819225443069
			28.768018018018	99.9793404039747	28.768018018018	5.67793621591489
			28.7695195195195	99.817658323143	28.7695195195195	5.6776801773991
			28.771021021021	99.6559762423117	28.771021021021	5.6774241388833
			28.7725225225225	99.49429416148	28.7725225225225	5.6771681003675
			28.774024024024	99.3326120806487	28.774024024024	5.6769120618517
			28.7755255255255	99.1709299998165	28.7755255255255	5.67665602333591
			28.777027027027	99.0092479189852	28.777027027027	5.67639998482011
			28.7785285285285	98.8475658381535	28.7785285285285	5.67614394630431
			28.78003003003	98.6858837573222	28.78003003003	5.67588790778851
			28.7815315315315	98.5242016764905	28.7815315315315	5.67563186927272
			28.783033033033	98.3625195956593	28.783033033033	5.67537583075692
			28.7845345345345	98.2008375148275	28.7845345345345	5.67511979224112
			28.786036036036	98.0391554339958	28.786036036036	5.67486375372533
			28.7875375375375	97.8774733531641	28.7875375375375	5.67460771520953
			28.789039039039	97.7157912723328	28.789039039039	5.67435167669373
			28.7905405405405	97.5541091915011	28.7905405405405	5.67409563817793
			28.792042042042	97.3924271106698	28.792042042042	5.67383959966214
			28.7935435435435	97.2307450298381	28.7935435435435	5.67358356114634
			28.795045045045	97.0690629490064	28.795045045045	5.67332752263054
			28.7965465465465	96.9073808681746	28.7965465465465	5.67307148411474
			28.798048048048	96.7456987873434	28.798048048048	5.67281544559895
			28.7995495495496	96.5840167065116	28.7995495495496	5.67255940708315
			28.8010510510511	96.4223346256799	28.8010510510511	5.67230336856735
			28.8025525525526	96.2606525448487	28.8025525525526	5.67204733005155
			28.8040540540541	96.0989704640169	28.8040540540541	5.67179129153576
			28.8055555555556	95.9372883831852	28.8055555555556	5.67153525301996
			28.8070570570571	95.7756063023535	28.8070570570571	5.67127921450416
			28.8085585585586	95.6139242215222	28.8085585585586	5.67102317598836
			28.8100600600601	95.4522421406905	28.8100600600601	5.67076713747257
			28.8115615615616	95.2905600598592	28.8115615615616	5.67051109895677
			28.8130630630631	95.1288779790275	28.8130630630631	5.67025506044097
			28.8145645645646	94.9671958981962	28.8145645645646	5.66999902192517
			28.8160660660661	94.805513817364	28.8160660660661	5.66974298340938
			28.8175675675676	94.6438317365328	28.8175675675676	5.66948694489358
			28.8190690690691	94.4821496557011	28.8190690690691	5.66923090637778
			28.8205705705706	94.3204675748698	28.8205705705706	5.66897486786198
			28.8220720720721	94.1587854940381	28.8220720720721	5.66871882934619
			28.8235735735736	93.9971034132068	28.8235735735736	5.66846279083039
			28.8250750750751	93.8354213323746	28.8250750750751	5.66820675231459
			28.8265765765766	93.6737392515433	28.8265765765766	5.66795071379879
			28.8280780780781	93.5120571707116	28.8280780780781	5.667694675283
			28.8295795795796	93.3503750898803	28.8295795795796	5.6674386367672
			28.8310810810811	93.1886930090486	28.8310810810811	5.6671825982514
			28.8325825825826	93.0270109282174	28.8325825825826	5.6669265597356
			28.8340840840841	92.8653288473856	28.8340840840841	5.66667052121981
			28.8355855855856	92.7036467665539	28.8355855855856	5.66641448270401
			28.8370870870871	92.5419646857222	28.8370870870871	5.66615844418821
			28.8385885885886	92.3802826048909	28.8385885885886	5.66590240567241
			28.8400900900901	92.2186005240592	28.8400900900901	5.66564636715662
			28.8415915915916	92.0569184432275	28.8415915915916	5.66539032864082
			28.8430930930931	91.8952363623962	28.8430930930931	5.66513429012502
			28.8445945945946	91.7335542815645	28.8445945945946	5.66487825160922
			28.8460960960961	91.5718722007327	28.8460960960961	5.66462221309343
			28.8475975975976	91.410190119901	28.8475975975976	5.66436617457763
			28.8490990990991	91.2485080390697	28.8490990990991	5.66411013606183
			28.8506006006006	91.086825958238	28.8506006006006	5.66385409754603
			28.8521021021021	90.9251438774068	28.8521021021021	5.66359805903024
			28.8536036036036	90.763461796575	28.8536036036036	5.66334202051444
			28.8551051051051	90.6017797157438	28.8551051051051	5.66308598199864
			28.8566066066066	90.4400976349116	28.8566066066066	5.66282994348284
			28.8581081081081	90.2784155540803	28.8581081081081	5.66257390496705
			28.8596096096096	90.1167334732486	28.8596096096096	5.66231786645125
			28.8611111111111	89.9550513924173	28.8611111111111	5.66206182793545
			28.8626126126126	89.7933693115856	28.8626126126126	5.66180578941966
			28.8641141141141	89.6316872307543	28.8641141141141	5.66154975090386
			28.8656156156156	89.4700051499221	28.8656156156156	5.66129371238806
			28.8671171171171	89.3083230690909	28.8671171171171	5.66103767387226
			28.8686186186186	89.1466409882592	28.8686186186186	5.66078163535647
			28.8701201201201	88.9849589074279	28.8701201201201	5.66052559684067
			28.8716216216216	88.8232768265962	28.8716216216216	5.66026955832487
